image,food,portion
/data/upload/4/642b35e0-089.jpg,Bread,60.0
/data/upload/4/3a3d70f1-090.jpg,White rice with oil and parmesan,213.0
/data/upload/4/3a3d70f1-090.jpg,Boiled carrots and potatoes,166.0
/data/upload/4/3a3d70f1-090.jpg,Boiled cauliflowers with potatoes and spinach,127.0
/data/upload/4/3a3d70f1-090.jpg,Apple,179.0
/data/upload/4/3a3d70f1-090.jpg,Bread,57.0
/data/upload/4/69ac4a4a-091.jpg,Bread,58.0
/data/upload/4/69ac4a4a-091.jpg,Fruit yogurt,125.0
/data/upload/4/69ac4a4a-091.jpg,Vegetable soup with parmesan,244.0
/data/upload/4/69ac4a4a-091.jpg,Caesar Salad,127.0
/data/upload/4/69ac4a4a-091.jpg,Spinach,220.0
/data/upload/4/69ac4a4a-091.jpg,Water,290.0
/data/upload/4/e55be4ef-092.jpg,Bread,58.0
/data/upload/4/e55be4ef-092.jpg,Banana,132.0
/data/upload/4/e55be4ef-092.jpg,Vegetable soup with parmesan,217.0
/data/upload/4/e55be4ef-092.jpg,Vegetable meatballs with radicchio,116.0
/data/upload/4/e55be4ef-092.jpg,Baked potatoes,112.0
/data/upload/4/a095f547-093.jpg,Pasta with tomato sauce,181.0
/data/upload/4/a095f547-093.jpg,Baked fish fillet,110.0
/data/upload/4/a095f547-093.jpg,Chickpeas,83.0
/data/upload/4/a095f547-093.jpg,Bread,51.0
/data/upload/4/a095f547-093.jpg,White yogurt,125.0
/data/upload/4/076c63f6-094.jpg,Flatbread with cheese and tomatoes,193.0
/data/upload/4/00521898-095.jpg,"Soup with beans, tomato sauce and sausages",426.0
/data/upload/4/e3b02077-096.jpg,Sweet snacks with chocolate,56.0
/data/upload/4/e3b02077-096.jpg,Pear juice,200.0
/data/upload/4/dbf6c056-097.jpg,Soup with oil,186.0
/data/upload/4/1ad467da-098.jpg,Omelette with cheese,110.0
/data/upload/4/485ab72d-099.jpg,Chinese dumplings,261.0
/data/upload/4/4d77741a-100.jpg,Bread,59.0
/data/upload/4/4d77741a-100.jpg,Pasta with tomato sauce,179.0
/data/upload/4/4d77741a-100.jpg,boiled courgettes and potatoes,107.0
/data/upload/4/c6cb3ef8-101.jpg,Bread,59.0
/data/upload/4/c6cb3ef8-101.jpg,Fruit yogurt,125.0
/data/upload/4/c6cb3ef8-101.jpg,Pasta with creamy sauce,187.0
/data/upload/4/c6cb3ef8-101.jpg,Boiled cauliflowers,130.0
/data/upload/4/c6cb3ef8-101.jpg,Quiche with lemon,210.0
/data/upload/4/67ed0921-102.jpg,Bread,47.0
/data/upload/4/67ed0921-102.jpg,Fruit yogurt,125.0
/data/upload/4/67ed0921-102.jpg,Baked pasta,183.0
/data/upload/4/67ed0921-102.jpg,Burger,160.0
/data/upload/4/67ed0921-102.jpg,Baked potatoes,112.0
/data/upload/4/ac6b651b-103.jpg,Vegetable soup with parmesan,215.0
/data/upload/4/ac6b651b-103.jpg,Bread,59.0
/data/upload/4/ac6b651b-103.jpg,Strawberry yogurt,125.0
/data/upload/4/ac6b651b-103.jpg,Cooked ham,105.0
/data/upload/4/ac6b651b-103.jpg,Boiled broccoli,126.0
/data/upload/4/bc046d64-104.jpg,Bread,49.0
/data/upload/4/bc046d64-104.jpg,Apricot yogurt,125.0
/data/upload/4/bc046d64-104.jpg,Legume soup with parmesan,262.0
/data/upload/4/bc046d64-104.jpg,Boiled peas and carrots,157.0
/data/upload/4/e727de68-105.jpg,Mixed salad,81.0
/data/upload/4/e727de68-105.jpg,Falafel,78.0
/data/upload/4/01b0a965-106.jpg,Tomato soup,423.0
/data/upload/4/79375949-107.jpg,Omelette,224.0
/data/upload/4/a314bcec-108.jpg,Ravioli with tomato sauce,233.0
/data/upload/4/e1eff150-109.jpg,White rice with oil and parmesan,174.0
/data/upload/4/e1eff150-109.jpg,green beans,96.0
/data/upload/4/e1eff150-109.jpg,boiled potatoes,157.0
/data/upload/4/e1eff150-109.jpg,Bread,50.0
/data/upload/4/e1eff150-109.jpg,Apple,190.0
/data/upload/4/8642b521-110.jpg,Vegetable soup with parmesan,453.0
/data/upload/4/8642b521-110.jpg,Peas and carrots,146.0
/data/upload/4/8642b521-110.jpg,Plums,101.0
/data/upload/4/8642b521-110.jpg,Quiche with spinach,93.0
/data/upload/4/8642b521-110.jpg,Bread,50.0
/data/upload/4/462e58c7-111.jpg,Pasta with creamy sauce,255.0
/data/upload/4/462e58c7-111.jpg,Banana,191.0
/data/upload/4/462e58c7-111.jpg,Bread,55.0
/data/upload/4/462e58c7-111.jpg,Boiled cauliflower,126.0
/data/upload/4/462e58c7-111.jpg,Burger with rd sauce,107.0
/data/upload/4/d5a83d8e-112.jpg,Pasta with pesto and parmesan,222.0
/data/upload/4/d5a83d8e-112.jpg,Plums,130.0
/data/upload/4/d5a83d8e-112.jpg,Quiche,191.0
/data/upload/4/d5a83d8e-112.jpg,Bread,60.0
/data/upload/4/d5a83d8e-112.jpg,Brussel sprouts,123.0
/data/upload/4/0489d16f-113.jpg,Legume soup with parmesan,308.0
/data/upload/4/0489d16f-113.jpg,Plums,161.0
/data/upload/4/0489d16f-113.jpg,Boiled brussel sprouts and carrots,226.0
/data/upload/4/0489d16f-113.jpg,Bread,59.0
/data/upload/4/0489d16f-113.jpg,Omelette,131.0
/data/upload/4/2f205d70-114.jpg,Bread,69.0
/data/upload/4/2f205d70-114.jpg,Cherry yogurt,125.0
/data/upload/4/2f205d70-114.jpg,Pasta with tomato sauce and parmesan,233.0
/data/upload/4/2f205d70-114.jpg,Pork cutlet,120.0
/data/upload/4/2f205d70-114.jpg,Baked potatoes,154.0
/data/upload/4/fb78a14c-115.jpg,Bread,34.0
/data/upload/4/fb78a14c-115.jpg,Grapes,113.0
/data/upload/4/fb78a14c-115.jpg,Pasta with saffron and parmesan,202.0
/data/upload/4/fb78a14c-115.jpg,Meatballs in tomato sauce,183.0
/data/upload/4/fb78a14c-115.jpg,Mixed salad,264.0
/data/upload/4/3a69c306-116.jpg,Vegetable soup with parmesan,232.0
/data/upload/4/3a69c306-116.jpg,Bread,78.0
/data/upload/4/3a69c306-116.jpg,Quiche with spinach,142.0
/data/upload/4/3a69c306-116.jpg,Boiled cauliflowers,169.0
/data/upload/4/3a69c306-116.jpg,Cherry yogurt,125.0
/data/upload/4/66a10c03-117.jpg,Vegetable soup with parmesan,217.0
/data/upload/4/66a10c03-117.jpg,Bread,57.0
/data/upload/4/66a10c03-117.jpg,Strawberry yogurt,125.0
/data/upload/4/66a10c03-117.jpg,Roasted cauliflowers,70.0
/data/upload/4/66a10c03-117.jpg,Vegetable meatballs with ham,172.0
/data/upload/4/900bcb26-118.jpg,Pasta with tomato sauce and parmesan,214.0
/data/upload/4/900bcb26-118.jpg,Strawberry yogurt,125.0
/data/upload/4/900bcb26-118.jpg,vegetable burger with tomato sauce and cheese,110.0
/data/upload/4/900bcb26-118.jpg,Baked potatoes,95.0
/data/upload/4/4c690fa7-119.jpg,Gnocchi with tomato sauce and parmesan,213.0
/data/upload/4/4c690fa7-119.jpg,Bread,49.0
/data/upload/4/4c690fa7-119.jpg,Lentils,219.0
/data/upload/4/4c690fa7-119.jpg,Cherry yogurt,125.0
/data/upload/4/4c690fa7-119.jpg,Water,230.0
/data/upload/4/bc4e0d94-120.jpg,Bread,38.0
/data/upload/4/bc4e0d94-120.jpg,Apricot yogurt,125.0
/data/upload/4/bc4e0d94-120.jpg,Vegetable soup with parmesan,262.0
/data/upload/4/bc4e0d94-120.jpg,Pork cutlet,157.0
/data/upload/4/bc4e0d94-120.jpg,Boiled cauliflowers,104.0
/data/upload/4/a36282a1-121.jpg,Bread,71.0
/data/upload/4/a36282a1-121.jpg,Pasta with mushrooms and parmesan,201.0
/data/upload/4/a36282a1-121.jpg,Mixed salad with carrots,96.0
/data/upload/4/a36282a1-121.jpg,Quiche,135.0
/data/upload/4/a36282a1-121.jpg,Banana,180.0
/data/upload/4/16e97f1d-122.jpg,Bread,60.0
/data/upload/4/16e97f1d-122.jpg,Pasta with tomato sauce and parmesan,167.0
/data/upload/4/16e97f1d-122.jpg,Vegetable meatballs,322.0
/data/upload/4/16e97f1d-122.jpg,Boiled carrots,134.0
/data/upload/4/16e97f1d-122.jpg,Banana,122.0
/data/upload/4/16e97f1d-122.jpg,Water,280.0
/data/upload/4/63f5ed03-123.jpg,Pasta with pumpkin and parmesan,149.0
/data/upload/4/63f5ed03-123.jpg,Water,235.0
/data/upload/4/63f5ed03-123.jpg,Omelette,123.0
/data/upload/4/63f5ed03-123.jpg,Baked potatoes,111.0
/data/upload/4/63f5ed03-123.jpg,Banana,116.0
/data/upload/4/168097e0-124.jpg,Vegetable soup with parmesan,215.0
/data/upload/4/168097e0-124.jpg,Bread,51.0
/data/upload/4/168097e0-124.jpg,Cherry yogurt,125.0
/data/upload/4/168097e0-124.jpg,Breaded fish,107.0
/data/upload/4/168097e0-124.jpg,Roasted cauliflowers with lemon,114.0
/data/upload/4/59aedccf-125.jpg,Vegetable soup with parmesan,223.0
/data/upload/4/59aedccf-125.jpg,Mashed potatoes,66.0
/data/upload/4/59aedccf-125.jpg,Vegetable burger with radicchio,176.0
/data/upload/4/59aedccf-125.jpg,Bread,60.0
/data/upload/4/59aedccf-125.jpg,Strawberry yogurt,125.0
/data/upload/4/a58ebe76-126.jpg,Pasta with tomato sauce and parmesan,138.0
/data/upload/4/a58ebe76-126.jpg,Baked fennel with boiled potatoes,56.0
/data/upload/4/a58ebe76-126.jpg,Vegetable burger with cheese and zucchini,156.0
/data/upload/4/a58ebe76-126.jpg,Bread,60.0
/data/upload/4/a58ebe76-126.jpg,Cherry yogurt,125.0
/data/upload/4/a58ebe76-126.jpg,Water,198.0
/data/upload/4/120393a4-127.jpg,Gnocchi with tomato sauce and parmesan,295.0
/data/upload/4/120393a4-127.jpg,Robiola,100.0
/data/upload/4/120393a4-127.jpg,Banana,152.0
/data/upload/4/120393a4-127.jpg,Mixed salad with fennels and tomatoes,135.0
/data/upload/4/120393a4-127.jpg,Bread,58.0
/data/upload/4/8a6a091a-128.jpg,Pasta with tomato sauce and parmesan,300.0
/data/upload/4/471bbd1c-129.jpg,Lentil soup,333.0
/data/upload/4/adca4c18-130.jpg,White rice with curry,770.0
/data/upload/4/be3d1b1d-131.jpg,Rice with tomato sauce,687.0
/data/upload/4/5636ffbb-132.jpg,Pasta with green beans,333.0
/data/upload/4/8e7890db-133.jpg,Dumplings,126.0
/data/upload/4/cdbcb341-134.jpg,Rice with tomato sauce and tuna,640.0
/data/upload/4/f6de85b2-135.jpg,"Pie with potatoes, peppers and tomatoes",258.0
/data/upload/4/ee948a74-136.jpg,Pasta with carrots and green peas,725.0
/data/upload/4/b5a188ee-137.jpg,Pasta with tomatoes and cheese,236.0
/data/upload/4/41c9315d-138.jpg,Rice with spinach and beans,482.0
/data/upload/4/67e0d8e5-139.jpg,Baked pasta,227.0
/data/upload/4/67e0d8e5-139.jpg,Stuffed bell pepper,215.0
/data/upload/4/67e0d8e5-139.jpg,Boiled pumpkin,108.0
/data/upload/4/67e0d8e5-139.jpg,Bread,56.0
/data/upload/4/67e0d8e5-139.jpg,Fruit yogurt,125.0
/data/upload/4/0249e4e5-140.jpg,Breaded cod,120.0
/data/upload/4/0249e4e5-140.jpg,Chicory,136.0
/data/upload/4/0249e4e5-140.jpg,Boiled brussel sprouts,114.0
/data/upload/4/0249e4e5-140.jpg,Plums,126.0
/data/upload/4/9cafe9d4-141.jpg,Fish fillet,135.0
/data/upload/4/9cafe9d4-141.jpg,Boiled broccoli,143.0
/data/upload/4/9cafe9d4-141.jpg,Boiled chickpeas,144.0
/data/upload/4/9cafe9d4-141.jpg,Bread,32.0
/data/upload/4/9cafe9d4-141.jpg,Fruit yogurt,125.0
/data/upload/4/d98cb09b-142.jpg,Mackerel,121.0
/data/upload/4/d98cb09b-142.jpg,Bread,35.0
/data/upload/4/d98cb09b-142.jpg,Beans,125.0
/data/upload/4/d98cb09b-142.jpg,Boiled cauliflower,180.0
/data/upload/4/d98cb09b-142.jpg,Plums,106.0
/data/upload/4/a0d73da2-143.jpg,Fish fillet,105.0
/data/upload/4/a0d73da2-143.jpg,Baked potatoes,102.0
/data/upload/4/a0d73da2-143.jpg,Boiled broccoli,119.0
/data/upload/4/a0d73da2-143.jpg,Bread,27.0
/data/upload/4/a0d73da2-143.jpg,Pineapple yogurt,125.0
/data/upload/4/3a5d73b3-144.jpg,Pasta with courgette and parmesan,280.0
/data/upload/4/3a5d73b3-144.jpg,Apple,224.0
/data/upload/4/3a5d73b3-144.jpg,Bread,83.0
/data/upload/4/3a5d73b3-144.jpg,Vegetable burger with cheese,119.0
/data/upload/4/3a5d73b3-144.jpg,Beans with tomato sauce,149.0
/data/upload/4/a88f20a8-145.jpg,bread,59.0
/data/upload/4/a88f20a8-145.jpg,lentil soup with parmesan,442.0
/data/upload/4/a88f20a8-145.jpg,omelette with spinach,135.0
/data/upload/4/a88f20a8-145.jpg,boiled cauliflowers,172.0
/data/upload/4/a88f20a8-145.jpg,apple puree,103.0
/data/upload/4/42590d36-146.jpg,plums,120.0
/data/upload/4/42590d36-146.jpg,bread,79.0
/data/upload/4/42590d36-146.jpg,pasta with parmesan,300.0
/data/upload/4/42590d36-146.jpg,spinach quiche,143.0
/data/upload/4/42590d36-146.jpg,boiled cauliflowers,169.0
/data/upload/4/9612d353-147.jpg,pasta with parmesan,214.0
/data/upload/4/9612d353-147.jpg,bread,58.0
/data/upload/4/9612d353-147.jpg,plums,123.0
/data/upload/4/9612d353-147.jpg,mashed potatoes,226.0
/data/upload/4/9612d353-147.jpg,oven-baked vegetables with tomato sauce,235.0
/data/upload/4/46e5a2b1-148.jpg,pasta with pesto,234.0
/data/upload/4/46e5a2b1-148.jpg,plums,140.0
/data/upload/4/46e5a2b1-148.jpg,bread,68.0
/data/upload/4/46e5a2b1-148.jpg,vegetable burger with carrots,199.0
/data/upload/4/46e5a2b1-148.jpg,boiled cauliflowers,248.0
/data/upload/4/84a53b75-149.jpg,pasta with tomato sauce and parmesan,221.0
/data/upload/4/84a53b75-149.jpg,plums,148.0
/data/upload/4/84a53b75-149.jpg,bread,59.0
/data/upload/4/84a53b75-149.jpg,roasted fennels,156.0
/data/upload/4/84a53b75-149.jpg,white pizza with spinach,187.0
/data/upload/4/fb20384f-150.jpg,plums,143.0
/data/upload/4/fb20384f-150.jpg,pasta with vegetables and parmesan,265.0
/data/upload/4/fb20384f-150.jpg,bread,62.0
/data/upload/4/fb20384f-150.jpg,vegetable burger with spinach,167.0
/data/upload/4/fb20384f-150.jpg,"boiled potatoes, carrots and brussel sprouts",176.0
/data/upload/4/8d9048d9-151.jpg,pasta with mushrooms and parmesan,293.0
/data/upload/4/8d9048d9-151.jpg,plums,117.0
/data/upload/4/8d9048d9-151.jpg,bread,67.0
/data/upload/4/8d9048d9-151.jpg,omelette,110.0
/data/upload/4/8d9048d9-151.jpg,boiled brussel sprouts and carrots,157.0
/data/upload/4/45d1c66f-152.jpg,pasta with radicchio and parmesan,225.0
/data/upload/4/45d1c66f-152.jpg,plums,167.0
/data/upload/4/45d1c66f-152.jpg,white pizza with spinach,155.0
/data/upload/4/45d1c66f-152.jpg,bread,58.0
/data/upload/4/45d1c66f-152.jpg,boiled potatoes and carrots,133.0
/data/upload/4/b2a91a88-153.jpg,bread,56.0
/data/upload/4/b2a91a88-153.jpg,pear,153.0
/data/upload/4/b2a91a88-153.jpg,whole pasta with tomato sauce and parmesan,212.0
/data/upload/4/b2a91a88-153.jpg,omelette with cheese and vegetables,139.0
/data/upload/4/b2a91a88-153.jpg,roasted green beans,69.0
/data/upload/4/47fd17f0-154.jpg,plums,240.0
/data/upload/4/47fd17f0-154.jpg,bread,54.0
/data/upload/4/47fd17f0-154.jpg,pasta with pesto,247.0
/data/upload/4/47fd17f0-154.jpg,boiled carrots,114.0
/data/upload/4/47fd17f0-154.jpg,vegetable meatballs with tomato,121.0
/data/upload/4/d75a0cb9-155.jpg,"carrots, peas, and broad beans",319.0
/data/upload/4/d75a0cb9-155.jpg,banana,134.0
/data/upload/4/d75a0cb9-155.jpg,bread,55.0
/data/upload/4/d75a0cb9-155.jpg,pasta with pumpkin and parmesan,276.0
/data/upload/4/d75a0cb9-155.jpg,omelette,128.0
/data/upload/4/3d2003a7-156.jpg,banana,200.0
/data/upload/4/3d2003a7-156.jpg,bread,55.0
/data/upload/4/3d2003a7-156.jpg,pasta with broccoli and parmesan,341.0
/data/upload/4/3d2003a7-156.jpg,omelette,168.0
/data/upload/4/3d2003a7-156.jpg,brussel sprouts,151.0
/data/upload/4/a8ad422d-157.jpg,lentils with tomato sauce,145.0
/data/upload/4/a8ad422d-157.jpg,pasta with tomato sauce and parmesan,226.0
/data/upload/4/a8ad422d-157.jpg,pear,181.0
/data/upload/4/a8ad422d-157.jpg,bread,60.0
/data/upload/4/a8ad422d-157.jpg,vegetable meatballs with cheese,145.0
/data/upload/4/97987be0-158.jpg,pasta with tomato sauce and parmesan,261.0
/data/upload/4/97987be0-158.jpg,quiche,191.0
/data/upload/4/97987be0-158.jpg,roasted brussel sprouts,141.0
/data/upload/4/97987be0-158.jpg,pear,172.0
/data/upload/4/97987be0-158.jpg,bread,56.0
/data/upload/4/fc2a5a52-159.jpg,pasta with vegetables and parmesan,213.0
/data/upload/4/fc2a5a52-159.jpg,pear,141.0
/data/upload/4/fc2a5a52-159.jpg,roasted fennels,142.0
/data/upload/4/fc2a5a52-159.jpg,white pizza with broccoli,236.0
/data/upload/4/fc2a5a52-159.jpg,bread,67.0
/data/upload/4/b0718ebb-160.jpg,bread,56.0
/data/upload/4/b0718ebb-160.jpg,pear,161.0
/data/upload/4/b0718ebb-160.jpg,soup with chickpeas and parmesan,305.0
/data/upload/4/b0718ebb-160.jpg,vegetable burger with cheese,150.0
/data/upload/4/b0718ebb-160.jpg,boiled green beans with lemon,150.0
/data/upload/4/fba9aa6f-161.jpg,spaghetti with tomato sauce and parmesan,183.0
/data/upload/4/fba9aa6f-161.jpg,pear,172.0
/data/upload/4/fba9aa6f-161.jpg,omelette with vegetables and cheese,165.0
/data/upload/4/fba9aa6f-161.jpg,bread,58.0
/data/upload/4/fba9aa6f-161.jpg,"boiled potatoes, carrots and green peas",146.0
/data/upload/4/05a3b9cb-162.jpg,pear,170.0
/data/upload/4/05a3b9cb-162.jpg,roasted broccoli and potatoes,151.0
/data/upload/4/05a3b9cb-162.jpg,vegetable soup with parmesan,300.0
/data/upload/4/05a3b9cb-162.jpg,white pizza with potatoes,161.0
/data/upload/4/05a3b9cb-162.jpg,bread,57.0
/data/upload/4/10105833-163.jpg,vegetable soup with parmesan,206.0
/data/upload/4/10105833-163.jpg,Boiled courgettes and potatoes,62.0
/data/upload/4/10105833-163.jpg,vegetable pie with cheese,116.0
/data/upload/4/10105833-163.jpg,bread,57.0
/data/upload/4/10105833-163.jpg,fruit yogurt,125.0
/data/upload/4/31b7e423-164.jpg,Vegetable soup with parmesan,217.0
/data/upload/4/31b7e423-164.jpg,chicken cutlet with potato chips,132.0
/data/upload/4/31b7e423-164.jpg,roasted fennels,77.0
/data/upload/4/31b7e423-164.jpg,bread,61.0
/data/upload/4/31b7e423-164.jpg,fruit yogurt,125.0
/data/upload/4/706df818-165.jpg,vegetable soup with parmesan,267.0
/data/upload/4/706df818-165.jpg,burger with courgettes,126.0
/data/upload/4/706df818-165.jpg,mashed potatoes,116.0
/data/upload/4/706df818-165.jpg,bread,60.0
/data/upload/4/706df818-165.jpg,fruit yogurt,125.0
/data/upload/4/549b665f-166.jpg,pasta with tomato sauce and parmesan,143.0
/data/upload/4/549b665f-166.jpg,vegetable pie,111.0
/data/upload/4/549b665f-166.jpg,spinach,120.0
/data/upload/4/549b665f-166.jpg,bread,61.0
/data/upload/4/549b665f-166.jpg,fruit yogurt,125.0
/data/upload/4/08cff305-167.jpg,dumplings,137.0
/data/upload/4/7685a994-168.jpg,"Pasta with carrots, cabbage and beans",374.0
/data/upload/4/a95c5992-169.jpg,Pasta with pesto,318.0
/data/upload/4/85a13bb6-170.jpg,Potato salad,248.0
/data/upload/4/37b3b389-171.jpg,cod,112.0
/data/upload/4/37b3b389-171.jpg,boiled green beans,148.0
/data/upload/4/37b3b389-171.jpg,boiled spinach,143.0
/data/upload/4/37b3b389-171.jpg,bread,34.0
/data/upload/4/37b3b389-171.jpg,fruit yogurt,125.0
/data/upload/4/2979bc72-172.jpg,boiled peas,101.0
/data/upload/4/2979bc72-172.jpg,pasta with tomato sauce,214.0
/data/upload/4/2979bc72-172.jpg,mixed salad,103.0
/data/upload/4/2979bc72-172.jpg,Orange,150.0
/data/upload/4/9385acdc-173.jpg,Pasta with pumpkin sauce,200.0
/data/upload/4/9385acdc-173.jpg,Orange,129.0
/data/upload/4/9385acdc-173.jpg,vegetable meatballs with cheese,137.0
/data/upload/4/9385acdc-173.jpg,Baked green beans,112.0
/data/upload/4/9385acdc-173.jpg,bread,41.0
/data/upload/4/9c68ef85-174.jpg,mackerel,107.0
/data/upload/4/9c68ef85-174.jpg,baked courgettes,111.0
/data/upload/4/9c68ef85-174.jpg,boiled broccoli,92.0
/data/upload/4/9c68ef85-174.jpg,Bread,58.0
/data/upload/4/9c68ef85-174.jpg,orange,149.0
/data/upload/4/8f43067f-175.jpg,spinach with potatoes,106.0
/data/upload/4/8f43067f-175.jpg,escalope,95.0
/data/upload/4/8f43067f-175.jpg,green beans in tomato sauce:,131.0
/data/upload/4/8f43067f-175.jpg,orange,134.0
/data/upload/4/c13ee73a-176.jpg,bread,70.0
/data/upload/4/c13ee73a-176.jpg,vegetable burger with tomato and cheese,163.0
/data/upload/4/c13ee73a-176.jpg,pear,182.0
/data/upload/4/c13ee73a-176.jpg,boiled cauliflower with olives,159.0
/data/upload/4/c13ee73a-176.jpg,lentil soup with parmesan,294.0
/data/upload/4/be99e823-177.jpg,pasta with tomato sauce,311.0
/data/upload/4/be99e823-177.jpg,bread,53.0
/data/upload/4/be99e823-177.jpg,pear,146.0
/data/upload/4/be99e823-177.jpg,vegetarian loaf,191.0
/data/upload/4/be99e823-177.jpg,roasted Brussel sprouts and potatoes,125.0
/data/upload/4/bbe27bca-178.jpg,spaghetti with parsley,174.0
/data/upload/4/bbe27bca-178.jpg,bread,57.0
/data/upload/4/bbe27bca-178.jpg,pear,125.0
/data/upload/4/bbe27bca-178.jpg,vegetable omelette,164.0
/data/upload/4/bbe27bca-178.jpg,roasted fennels,134.0
/data/upload/4/e1e2c9e0-179.jpg,baked pasta with tomato sauce,213.0
/data/upload/4/e1e2c9e0-179.jpg,boiled cauliflower,148.0
/data/upload/4/e1e2c9e0-179.jpg,vegetable meatballs,176.0
/data/upload/4/e1e2c9e0-179.jpg,pear,180.0
/data/upload/4/e1e2c9e0-179.jpg,bread,57.0
/data/upload/4/8a010e85-180.jpg,ricotta cheese with eggplant,95.0
/data/upload/4/8a010e85-180.jpg,apple,187.0
/data/upload/4/8a010e85-180.jpg,bread,60.0
/data/upload/4/8a010e85-180.jpg,boiled chickpeas and pumpkin,103.0
/data/upload/4/8a010e85-180.jpg,pasta with pesto,267.0
/data/upload/4/7598a3df-181.jpg,bread,61.0
/data/upload/4/7598a3df-181.jpg,apple,163.0
/data/upload/4/7598a3df-181.jpg,spaghetti with parsley,214.0
/data/upload/4/7598a3df-181.jpg,pizza with baked potatoes,180.0
/data/upload/4/7598a3df-181.jpg,fennels with turmeric,161.0
/data/upload/4/274b8547-182.jpg,bread,61.0
/data/upload/4/274b8547-182.jpg,baked pasta with tomato sauce,175.0
/data/upload/4/274b8547-182.jpg,baked vegetables with tomato and mozzarella cheese,286.0
/data/upload/4/274b8547-182.jpg,boiled broccoli,172.0
/data/upload/4/274b8547-182.jpg,mandarins,131.0
/data/upload/4/9707a839-183.jpg,vegetable soup with parmesan,242.0
/data/upload/4/9707a839-183.jpg,apple,203.0
/data/upload/4/9707a839-183.jpg,bread,63.0
/data/upload/4/9707a839-183.jpg,Brussel sprouts,143.0
/data/upload/4/9707a839-183.jpg,vegetable quiche,139.0
/data/upload/4/c4bdb595-184.jpg,Baked cauliflower,134.0
/data/upload/4/c4bdb595-184.jpg,Ricotta cheese,119.0
/data/upload/4/c4bdb595-184.jpg,Mixed salad,99.0
/data/upload/4/c4bdb595-184.jpg,Plum,69.0
/data/upload/4/c4bdb595-184.jpg,Bread,54.0
/data/upload/4/618f9c56-185.jpg,spaghetti with tomato sauce,169.0
/data/upload/4/618f9c56-185.jpg,burger with courgettes,154.0
/data/upload/4/618f9c56-185.jpg,Baked potatoes,111.0
/data/upload/4/618f9c56-185.jpg,Bread,52.0
/data/upload/4/618f9c56-185.jpg,Water,202.0
/data/upload/4/ea34a2b3-186.jpg,Roasted cauliflower,135.0
/data/upload/4/ea34a2b3-186.jpg,Roast pork loin,111.0
/data/upload/4/ea34a2b3-186.jpg,Mashed potatoes,130.0
/data/upload/4/ea34a2b3-186.jpg,Bread,50.0
/data/upload/4/ea34a2b3-186.jpg,water,140.0
/data/upload/4/8c13f2fa-187.jpg,Baked pasta with tomato sauce,140.0
/data/upload/4/8c13f2fa-187.jpg,Roasted gren beans,98.0
/data/upload/4/8c13f2fa-187.jpg,vegetable meatballs,169.0
/data/upload/4/8c13f2fa-187.jpg,Bread,55.0
/data/upload/4/8c13f2fa-187.jpg,Fruit yogurt,125.0
/data/upload/4/bc4294bc-188.jpg,Vegetable soup,370.0
/data/upload/4/bc4294bc-188.jpg,Vegetable pie,138.0
/data/upload/4/bc4294bc-188.jpg,Boiled spinach,93.0
/data/upload/4/bc4294bc-188.jpg,Fruit yogurt,125.0
/data/upload/4/d91f5f6e-189.jpg,Vegetable soup,208.0
/data/upload/4/d91f5f6e-189.jpg,crackers,25.0
/data/upload/4/d91f5f6e-189.jpg,hamburger,110.0
/data/upload/4/d91f5f6e-189.jpg,boiled broccoli,115.0
/data/upload/4/d91f5f6e-189.jpg,Fruit yogurt,125.0
/data/upload/4/0943efd0-190.jpg,Pasta with tomato sauce,89.0
/data/upload/4/0943efd0-190.jpg,spinach,136.0
/data/upload/4/0943efd0-190.jpg,breaded cutlet,84.0
/data/upload/4/436331da-191.jpg,Vegetable soup,281.0
/data/upload/4/436331da-191.jpg,vegetable meatballs,176.0
/data/upload/4/436331da-191.jpg,boiled carrots,100.0
/data/upload/4/436331da-191.jpg,fruit yogurt,125.0
/data/upload/4/436331da-191.jpg,breadsticks,30.0
/data/upload/4/c2ba6748-192.jpg,Pasta with tomato sauce,151.0
/data/upload/4/c2ba6748-192.jpg,Roast pork loin,104.0
/data/upload/4/c2ba6748-192.jpg,boiled spinach,103.0
/data/upload/4/c2ba6748-192.jpg,Orange,200.0
/data/upload/4/a5194a9d-193.jpg,Tomato soup,213.0
/data/upload/4/a5194a9d-193.jpg,Roasted cauliflower,137.0
/data/upload/4/a5194a9d-193.jpg,Bread,50.0
/data/upload/4/a5194a9d-193.jpg,Orange,215.0
/data/upload/4/a5194a9d-193.jpg,Water,292.0
/data/upload/4/f93409a1-194.jpg,Tomato and vegetable soup,199.0
/data/upload/4/f93409a1-194.jpg,Hamburger,116.0
/data/upload/4/f93409a1-194.jpg,boiled spinach,92.0
/data/upload/4/f93409a1-194.jpg,Orange,215.0
/data/upload/4/f93409a1-194.jpg,Water,156.0
/data/upload/4/f93409a1-194.jpg,Bread,56.0
/data/upload/4/5902040f-195.jpg,Pasta with tomato sauce,150.0
/data/upload/4/5902040f-195.jpg,baked potatoes,133.0
/data/upload/4/5902040f-195.jpg,Chili con carne,294.0
/data/upload/4/5902040f-195.jpg,Water,174.0
/data/upload/4/0ccb9d4c-196.jpg,Vegetable soup,221.0
/data/upload/4/0ccb9d4c-196.jpg,Roast meat,79.0
/data/upload/4/0ccb9d4c-196.jpg,boiled chickpeas,110.0
