image,food,portion
176.jpg,bread,70.0
176.jpg,vegetable burger with tomato and cheese,163.0
176.jpg,pear,182.0
176.jpg,boiled cauliflower with olives,159.0
176.jpg,lentil soup with parmesan,294.0
177.jpg,pasta with tomato sauce,311.0
177.jpg,bread,53.0
177.jpg,pear,146.0
177.jpg,vegetarian loaf,191.0
177.jpg,roasted Brussel sprouts and potatoes,125.0
178.jpg,spaghetti with parsley,174.0
178.jpg,bread,57.0
178.jpg,pear,125.0
178.jpg,vegetable omelette,164.0
178.jpg,roasted fennels,134.0
179.jpg,baked pasta with tomato sauce,213.0
179.jpg,boiled cauliflower,148.0
179.jpg,vegetable meatballs,176.0
179.jpg,pear,180.0
179.jpg,bread,57.0
180.jpg,ricotta cheese with eggplant,95.0
180.jpg,apple,187.0
180.jpg,bread,60.0
180.jpg,boiled chickpeas and pumpkin,103.0
180.jpg,pasta with pesto,267.0
181.jpg,bread,61.0
181.jpg,apple,163.0
181.jpg,spaghetti with parsley,214.0
181.jpg,pizza with baked potatoes,180.0
181.jpg,fennels with turmeric,161.0
182.jpg,bread,61.0
182.jpg,baked pasta with tomato sauce,175.0
182.jpg,baked vegetables with tomato and mozzarella cheese,286.0
182.jpg,boiled broccoli,172.0
182.jpg,mandarins,131.0
183.jpg,vegetable soup with parmesan,242.0
183.jpg,apple,203.0
183.jpg,bread,63.0
183.jpg,Brussel sprouts,143.0
183.jpg,vegetable quiche,139.0
184.jpg,Baked cauliflower,134.0
184.jpg,Ricotta cheese,119.0
184.jpg,Mixed salad,99.0
184.jpg,Plum,69.0
184.jpg,Bread,54.0
185.jpg,spaghetti with tomato sauce,169.0
185.jpg,burger with courgettes,154.0
185.jpg,Baked potatoes,111.0
185.jpg,Bread,52.0
185.jpg,Water,202.0
186.jpg,Roasted cauliflower,135.0
186.jpg,Roast pork loin,111.0
186.jpg,Mashed potatoes,130.0
186.jpg,Bread,50.0
186.jpg,water,140.0
187.jpg,Baked pasta with tomato sauce,140.0
187.jpg,Roasted gren beans,98.0
187.jpg,vegetable meatballs,169.0
187.jpg,Bread,55.0
187.jpg,Fruit yogurt,125.0
188.jpg,Vegetable soup,370.0
188.jpg,Vegetable pie,138.0
188.jpg,Boiled spinach,93.0
188.jpg,Fruit yogurt,125.0
189.jpg,Vegetable soup,208.0
189.jpg,crackers,25.0
189.jpg,hamburger,110.0
189.jpg,boiled broccoli,115.0
189.jpg,Fruit yogurt,125.0
190.jpg,Pasta with tomato sauce,89.0
190.jpg,spinach,136.0
190.jpg,breaded cutlet,84.0
191.jpg,Vegetable soup,281.0
191.jpg,vegetable meatballs,176.0
191.jpg,boiled carrots,100.0
191.jpg,fruit yogurt,125.0
191.jpg,breadsticks,30.0
192.jpg,Pasta with tomato sauce,151.0
192.jpg,Roast pork loin,104.0
192.jpg,boiled spinach,103.0
192.jpg,Orange,200.0
193.jpg,Tomato soup,213.0
193.jpg,Roasted cauliflower,137.0
193.jpg,Bread,50.0
193.jpg,Orange,215.0
193.jpg,Water,292.0
194.jpg,Tomato and vegetable soup,199.0
194.jpg,Hamburger,116.0
194.jpg,boiled spinach,92.0
194.jpg,Orange,215.0
194.jpg,Water,156.0
194.jpg,Bread,56.0
195.jpg,Pasta with tomato sauce,150.0
195.jpg,baked potatoes,133.0
195.jpg,Chili con carne,294.0
195.jpg,Water,174.0
196.jpg,Vegetable soup,221.0
196.jpg,Roast meat,79.0
196.jpg,boiled chickpeas,110.0
196.jpg,orange,186.0
196.jpg,crackers,25.0
196.jpg,water,192.0
197.jpg,Baked pasta with tomato sauce,188.0
197.jpg,Boiled broccoli,95.0
197.jpg,Meatballs,116.0
197.jpg,Orange,150.0
197.jpg,Bread,59.0
198.jpg,White rice,160.0
198.jpg,Cod,120.0
198.jpg,Baked brussel sprouts,113.0
198.jpg,Bread,56.0
198.jpg,White yogurt,125.0
199.jpg,Pasta with pesto and parmesan,179.0
199.jpg,ricotta cheese with eggplant and courgettes,104.0
199.jpg,Boiled peas with ham,134.0
199.jpg,bread,59.0
200.jpg,Panettone,94.0
